seqid,ref_seqid,edit_distance,similarity,length,exp
FS10000169:122:BPA73120-0622:1:1105:4890:2080,004827,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:7400:2020,010224,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:10120:2290,004512,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:3550:2230,000050,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:10270:2340,006753,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:13030:2340,009685,63,0.47058823529411764,119,PCR1
FS10000169:122:BPA73120-0622:1:1105:15510:2420,009935,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:4200:2400,001153,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:12910:2570,006134,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:15350:2670,006393,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:2410:2690,004149,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:1170:2730,003385,54,0.546218487394958,119,PCR1
FS10000169:122:BPA73120-0622:1:1105:10820:2810,001406,55,0.5299145299145299,117,PCR1
FS10000169:122:BPA73120-0622:1:1105:4890:2850,010740,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:2190:2880,000992,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:12950:2960,009354,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:6590:2980,005149,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:1760:3040,001121,55,0.5378151260504201,119,PCR1
FS10000169:122:BPA73120-0622:1:1105:11630:3160,000173,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:14610:3080,004149,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:9610:3300,011918,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:2310:3350,001085,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:11760:3350,009553,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:8990:3230,004911,55,0.4907407407407407,108,PCR1
FS10000169:122:BPA73120-0622:1:1105:2430:3320,001510,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:2730:3390,006992,55,0.5378151260504201,119,PCR1
FS10000169:122:BPA73120-0622:1:1105:15850:3540,005520,67,0.5533333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:9100:3540,002132,58,0.5084745762711864,118,PCR1
FS10000169:122:BPA73120-0622:1:1105:13380:3540,002261,56,0.5130434782608695,115,PCR1
FS10000169:122:BPA73120-0622:1:1105:10050:3510,008139,54,0.5423728813559322,118,PCR1
FS10000169:122:BPA73120-0622:1:1105:12670:3590,004579,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:14870:3700,001346,83,0.44666666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:3260:3710,000884,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:12730:3690,001852,85,0.43333333333333335,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:1310:3700,004606,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:11210:3630,006745,58,0.5084745762711864,118,PCR1
FS10000169:122:BPA73120-0622:1:1105:1500:3800,005815,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:10690:3910,008984,59,0.5,118,PCR1
FS10000169:122:BPA73120-0622:1:1105:15000:3880,006439,69,0.54,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:6110:3970,009935,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1105:8310:3930,000711,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:3270:1110,001510,53,0.5309734513274336,113,PCR1
FS10000169:122:BPA73120-0622:1:1105:7150:4090,010224,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:15650:1210,002162,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:16130:1210,005815,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:5370:1320,000312,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:16210:1490,008144,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:8530:1680,002291,84,0.43999999999999995,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:5380:1690,005405,58,0.5042735042735043,117,PCR1
FS10000169:122:BPA73120-0622:1:1106:10730:1600,002091,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:2660:1730,006439,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:6850:1730,000267,99,0.33999999999999997,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:14010:2070,008422,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13630:2050,001517,92,0.14814814814814814,16,PCR1
FS10000169:122:BPA73120-0622:1:1106:4050:2130,000352,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:11950:2240,009336,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:11600:2330,006393,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:4180:2340,004008,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:14660:2290,003458,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:9110:2430,003189,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:15330:2430,004934,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:6810:2370,002642,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:4890:2740,004008,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:9710:2740,007501,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:8610:2690,002091,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:7310:2820,001362,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13160:2790,007750,68,0.5466666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:14370:2780,002588,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:11350:2870,006439,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:10090:2880,007996,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:7340:2860,006439,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:1350:2960,009336,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:1130:3030,004008,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:2240:3110,005860,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:9850:2990,003634,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:9890:3280,006745,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:14490:3280,010311,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:2810:3530,002925,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:15820:3670,001602,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13850:3660,009354,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13810:3840,002991,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:5240:3820,002254,69,0.54,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13890:3780,010605,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:3540:3900,004650,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:9230:3900,009937,69,0.54,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:6930:3890,000464,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:11030:3980,001288,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:13600:4060,010302,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1106:7380:3920,000229,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:10750:1010,008501,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:9390:1080,010596,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11270:1050,006877,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:12590:1160,000385,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:2100:1190,004827,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3630:1190,002263,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3830:1360,000385,58,0.5166666666666666,120,PCR1
FS10000169:122:BPA73120-0622:1:1107:4600:1330,008249,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:6780:1360,001455,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11920:1430,000638,52,0.5272727272727273,110,PCR1
FS10000169:122:BPA73120-0622:1:1107:12010:1470,007352,71,0.3931623931623932,117,PCR1
FS10000169:122:BPA73120-0622:1:1107:8920:1410,000173,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:6500:1390,001071,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13260:1600,000916,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:1590:1620,005688,56,0.5254237288135593,118,PCR1
FS10000169:122:BPA73120-0622:1:1107:7450:1710,009152,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13490:1800,001334,55,0.5258620689655172,116,PCR1
FS10000169:122:BPA73120-0622:1:1107:12900:1750,000429,84,0.43999999999999995,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:7110:1790,009935,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:16300:1850,001633,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11740:1830,003924,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:6050:1870,005142,54,0.5344827586206897,116,PCR1
FS10000169:122:BPA73120-0622:1:1107:11760:1910,000638,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:16400:1960,000385,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:8350:1980,010290,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:8520:2110,004008,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:2920:2260,005600,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13430:2200,004372,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3580:2220,004201,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:5070:2410,005768,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3030:2480,001054,83,0.44666666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:5810:2490,010254,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3710:2540,001431,52,0.5185185185185186,108,PCR1
FS10000169:122:BPA73120-0622:1:1107:2660:2640,003305,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3870:2580,004201,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:4850:2570,009568,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:9610:2570,001346,56,0.5172413793103448,116,PCR1
FS10000169:122:BPA73120-0622:1:1107:13970:2650,005071,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:2490:2760,006891,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11070:2740,000262,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15420:2730,002392,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3210:2880,001058,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:6100:2820,002925,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:4960:2970,000442,58,0.5126050420168067,119,PCR1
FS10000169:122:BPA73120-0622:1:1107:9210:2850,003924,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:6900:2860,008650,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:8210:2890,005097,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:4560:3040,003761,55,0.5416666666666667,120,PCR1
FS10000169:122:BPA73120-0622:1:1107:14950:3060,006401,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15780:3010,009242,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:1960:3190,001857,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11900:3200,011509,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11610:3160,002899,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:16400:3160,004470,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3040:3130,000073,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:8200:3270,002839,97,0.3533333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13230:3270,008080,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15390:3270,005097,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15370:3310,007753,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11670:3380,003944,55,0.5338983050847458,118,PCR1
FS10000169:122:BPA73120-0622:1:1107:9340:3470,009477,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:8000:3590,004377,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13460:3590,006048,50,0.537037037037037,108,PCR1
FS10000169:122:BPA73120-0622:1:1107:7780:3580,006134,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:14690:3640,001076,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:13460:3600,006048,50,0.537037037037037,108,PCR1
FS10000169:122:BPA73120-0622:1:1107:10690:3630,005048,61,0.4786324786324786,117,PCR1
FS10000169:122:BPA73120-0622:1:1107:4000:3730,000582,55,0.5378151260504201,119,PCR1
FS10000169:122:BPA73120-0622:1:1107:13580:3810,006494,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:14720:3810,006745,55,0.5338983050847458,118,PCR1
FS10000169:122:BPA73120-0622:1:1107:11780:3720,005323,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:5510:3760,004606,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:2010:3690,001396,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:2040:3690,009937,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:5370:3690,010198,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:11260:3830,001670,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:3040:3870,005600,52,0.5555555555555556,117,PCR1
FS10000169:122:BPA73120-0622:1:1107:1400:4010,004827,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:1980:3980,002528,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15900:4060,002263,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1107:15580:4080,005120,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:1210:1090,004825,57,0.525,120,PCR1
FS10000169:122:BPA73120-0622:1:1108:12480:1180,005881,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15320:1180,001753,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:4360:1300,006891,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:7660:1310,001884,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:13120:1380,004377,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:4740:1250,004008,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:6440:1430,002812,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:14790:1320,011769,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:1400:1330,003732,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15380:1330,010185,76,0.2962962962962963,32,PCR1
FS10000169:122:BPA73120-0622:1:1108:14980:1390,011503,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15290:1520,000267,100,0.33333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:6120:1450,001044,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:14200:1580,000165,84,0.43999999999999995,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:7650:1780,004008,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15030:1950,005388,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:4070:2080,006563,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:11920:2160,009935,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5790:2170,004338,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:10960:2340,002925,94,0.3733333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:10000:2330,005758,84,0.43999999999999995,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15430:2260,000635,56,0.4814814814814815,108,PCR1
FS10000169:122:BPA73120-0622:1:1108:3400:2390,002925,81,0.45999999999999996,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:3680:2380,009336,66,0.56,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:2600:2470,004008,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:11290:2520,004860,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5430:2530,004689,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:8810:2610,007022,62,0.47457627118644063,118,PCR1
FS10000169:122:BPA73120-0622:1:1108:14730:2630,002291,83,0.44666666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5080:2790,003999,78,0.48,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:11500:2790,005461,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:2570:2850,002049,65,0.4491525423728814,118,PCR1
FS10000169:122:BPA73120-0622:1:1108:8690:2990,002572,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15710:3080,004136,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:2840:3090,002925,80,0.4666666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:2900:3090,008543,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:8640:3040,005734,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:1380:3180,005413,55,0.4907407407407407,108,PCR1
FS10000169:122:BPA73120-0622:1:1108:15280:3230,011162,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:10160:3280,004008,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:15930:3350,002657,68,0.5466666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:3200:3260,000429,82,0.45333333333333337,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:16330:3370,001611,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5880:3400,009354,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5210:3520,000711,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:3060:3580,002263,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:14080:3450,002925,87,0.42000000000000004,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:1310:3660,004129,60,0.4915254237288136,118,PCR1
FS10000169:122:BPA73120-0622:1:1108:1780:3660,005205,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:12300:3550,003189,86,0.42666666666666664,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:9460:3540,008971,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5450:3820,005413,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:2350:3730,007444,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:12760:3970,002263,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:4360:3990,010036,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:7930:3920,002162,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:5500:4070,001978,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1108:12340:4020,005600,55,0.5416666666666667,120,PCR1
FS10000169:122:BPA73120-0622:1:1109:9960:1010,009645,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:3200:1030,002155,52,0.5185185185185186,108,PCR1
FS10000169:122:BPA73120-0622:1:1108:10730:4050,000073,68,0.5466666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:2420:1040,004008,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:8200:1180,006745,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:14500:1280,006745,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:16180:1430,002315,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:15670:1390,000429,87,0.42000000000000004,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:2310:1400,010543,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:13110:1360,006258,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:3360:1460,000170,77,0.4866666666666667,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:16260:1450,006134,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:4960:1430,009606,70,0.5333333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:8110:1560,008764,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:12020:1540,004377,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:15810:1640,000710,79,0.4733333333333334,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:4550:1680,007753,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:14950:1750,009937,72,0.52,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:16200:1710,001317,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:11660:1890,007476,89,0.4066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:5800:1930,002263,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:10860:2020,004377,75,0.5,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:14600:2020,010224,74,0.5066666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:1620:2010,000569,76,0.4933333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:5770:1990,008569,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:11500:2130,002573,73,0.5133333333333333,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:3480:2210,011324,71,0.5266666666666666,150,PCR1
FS10000169:122:BPA73120-0622:1:1109:6750:2110,004008,71,0.5266666666666666,150,PCR1
